"","event","white","black","whiteelo","blackelo","whiterd","blackrd","timecontrol","date","time","whiteclock","blackclock","eco","plycount","result","moves","comp"
"32","FICS rated standard game","olutosin","kamenozrout","1923","2145","30.8","77.8","900+0","2017.01.31","17:36:00","0:15:00.000","0:15:00.000","B23","102","0-1","1. e4 c5 2. Nc3 e6 3. Bc4 a6 4. a3 b5 5. Bb3 Nf6 6. d3 Nc6 7. Nf3 Be7 8. Bg5 h6 9. Bh4 O-O 10. O-O d6 11. Re1 Bb7 12. Qe2 Nd4 13. Nxd4 cxd4 14. Nd1 Nd7 15. Bxe7 Qxe7 16. f3 Qg5 17. Nf2 a5 18. a4 Nc5 19. axb5 Nxb3 20. cxb3 Qxb5 21. Ra3 Rfc8 22. Rea1 Qg5 23. Nh3 Qe3+ 24. Qxe3 dxe3 25. Re1 Rc2 26. Rxe3 Kf8 27. Ra2 Ke8 28. Kf1 Rac8 29. Ng1 Ke7 30. Ne2 R8c6 31. Nc3 R6xc3 32. bxc3 Rxa2 33. Re2 Ra1+ 34. Kf2 Rb1 35. Ra2 Rxb3 36. Rxa5 Rxc3 37. Ra7 Rb3 38. d4 Rb2+ 39. Kg3 e5 40. d5 f5 41. exf5 Kf6 42. h3 Kxf5 43. Ra4 Bxd5 44. Rg4 Kf6 45. f4 Rxg2+ 46. Kh4 Rxg4+ 47. Kxg4 e4 48. Kg3 e3 49. Kh4 e2 50. Kg3 e1=Q+ 51. Kh2 Qf2# {White checkmated} 0-1","black"
"33","FICS rated standard game","Pawnteaser","konozrout","1758","2352","23.5","131.1","900+0","2017.01.31","17:55:00","0:15:00.000","0:15:00.000","A00","0","0-1","1. e4 {Black forfeits by disconnection} 1-0","black"
"34","FICS rated standard game","MortimerBlackwell","Pawnteaser","2368","1758","37.5","23.6","1800+10","2017.01.31","17:54:00","0:30:00.000","0:30:00.000","B00","1","1-0","1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7 4. d3 a6 5. Ba4 b5 6. Bb3 Ngf6 7. Nc3 b4 8. Nd5 e6 9. Ne3 Be7 10. Bd2 O-O 11. Ng5 Ne8 12. Nf3 Nef6 13. h4 Bb7 14. Ng5 a5 15. a4 h6 16. f4 hxg5 17. hxg5 Nxe4 18. Qh5 f6 19. Bxe6+ Rf7 20. Qh8# {Black checkmated} 1-0","white"
"35","FICS rated blitz game","Knightsmasher","VladLazarov","2365","1821","40.7","27.5","180+0","2017.01.31","17:47:00","0:03:00.000","0:03:00.000","A00","0","1-0","1. e4 c6 2. Nf3 d5 3. Nc3 Bg4 4. Be2 e6 5. O-O Nf6 6. d3 Nbd7 7. Be3 Qa5 8. Qd2 Bb4 9. Bd4 dxe4 10. dxe4 e5 11. Nxe5 Nxe5 12. Bxe5 Qxe5 13. Bxg4 Nxg4 14. Rad1 Qxh2# {White checkmated} 0-1","white"
"36","FICS rated standard game","Geforce","JuniorLurking","2335","2120","79.4","35.0","900+0","2017.01.31","17:22:00","0:15:00.000","0:15:00.000","B51","39","1-0","1. d4 d5 2. Nf3 Nf6 3. c4 e6 4. Nc3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Be7 11. exf6 Bxf6 12. Bxf6 Qxf6 13. Be2 Rh4 14. Bg4 Qg7 15. h3 f5 16. g3 Rh6 17. Be2 Na6 18. Bh5+ Kf8 19. Bf3 Bb7 20. Qd2 Rb8 21. a4 b4 22. Na2 Ba8 23. Qf4 Rd8 24. O-O-O b3 25. Nc3 Nb4 26. Be2 Nd5 27. Nxd5 cxd5 28. h4 Bc6 29. a5 Rh7 30. h5 Qh6 31. Qxh6+ Rxh6 32. Rd2 Ke7 33. Kd1 Rdh8 34. g4 fxg4 35. Bxg4 Be8 36. f3 Bg6 37. Rdh2 Bd3 38. Re1 Kd6 39. Kd2 Rf8 40. Re5 Rf4 41. Ke3 Rff6 42. a6 Bg6 43. Re2 Be8 44. Re1 Bb5 45. Ra1 Kc6 46. Kf2 Kb6 47. Rae1 Bd7 48. Ra1 Bc8 49. Rae1 Kxa6 50. R1e3 Kb6 51. Kg3 a5 52. f4 a4 53. Rg5 a3 54. bxa3 b2 55. Re1 c3 56. Rb1 Kb5 57. Rg8 Bd7 58. Rb8+ Kc4 59. Rd1 c2 60. Be2+ {Black resigns} 1-0","black"
"37","FICS rated standard game","vsevolodsun","konozrout","1684","2349","191.5","132.2","900+0","2017.01.31","16:59:00","0:15:00.000","0:15:00.000","B11","28","0-1","1. d4 Nf6 2. Nf3 g6 3. e3 Bg7 4. Bd3 O-O 5. O-O Nc6 6. e4 d5 7. e5 Ng4 8. c3 Be6 9. h3 Nh6 10. Re1 Nf5 11. Nbd2 Qd7 12. Nf1 a5 13. Ne3 b6 14. Qc2 Nxe3 15. Bxe3 h6 16. Nd2 a4 17. a3 Kh8 18. f4 Rfe8 19. Nf3 Rf8 20. Rf1 Rfe8 21. Nd2 Rg8 22. f5 Bxf5 23. Bxf5 gxf5 24. Qxf5 Qxf5 25. Rxf5 Rgf8 26. Raf1 Kg8 27. R1f3 e6 28. Rh5 Kh7 29. Rh4 Ra5 30. Rg4 Rb5 31. Rfg3 Rg8 32. Rf3 Nd8 33. c4 Rxb2 34. cxd5 exd5 35. Rfg3 Ra2 36. Bf4 Ne6 37. Rd3 f6 38. Bh2 Rf8 39. Kh1 fxe5 40. Bxe5 Bxe5 41. dxe5 d4 42. Nf3 c5 43. Nh4 h5 44. Re4 Rf1+ 45. Kh2 Ng5 46. e6 Nxe4 47. e7 Nd6 {White resigns} 0-1","black"
"38","FICS rated standard game","SpeckEngine","kkour","2085","1951","38.4","42.4","3600+0","2017.01.31","15:16:00","1:00:00.000","1:00:00.000","D44","119","1-0","1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Nc6 5. O-O dxc4 6. Na3 Qd5 7. Qa4 Bb4 8. Ne5 Qxe5 9. Bxc6+ bxc6 10. Qxc6+ Ke7 11. Qxa8 Bxa3 12. d4 cxd3 13. Bf4 Qxb2 14. exd3 Qd4 15. Rab1 Nd5 16. Bg5+ f6 17. Rb8 fxg5 18. Rxc8 Rxc8 19. Qxc8 Qxd3 20. Re1 Qf5 21. Qa6 Bc5 22. Re2 Nc3 23. Rd2 Qe4 24. Qf1 Qf3 25. Rd3 Ne2+ {White resigns} 0-1","white"
"39","FICS rated standard game","Valiantangel","GriffySr","1914","2119","38.0","24.4","900+0","2017.01.31","16:49:00","0:15:00.000","0:15:00.000","A48","94","0-1","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Qc7 6. Be3 a6 7. Bd3 b5 8. O-O Bb7 9. f4 Bc5 10. Nce2 Nf6 11. Kh1 Nxd4 12. Bxd4 Bxd4 13. Nxd4 Bxe4 14. Bxe4 Nxe4 15. Qf3 d5 16. f5 Nd2 17. Nxe6 fxe6 18. Qh5+ Qf7 19. Qh3 Nxf1 20. fxe6 Qf4 21. Qh5+ {White resigns} 0-1","black"
"40","FICS rated standard game","FraLav","CalculonX","2073","2042","53.6","30.1","900+15","2017.01.31","15:49:00","0:15:00.000","0:15:00.000","A13","50","0-1","1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 b6 7. Bd3 Bb7 8. O-O dxc4 9. Bxc4 Ne4 10. Nxe4 Bxe4 11. Bf4 Nd7 12. Qe2 c5 13. Rfd1 Qc8 14. Ng5 Bxg5 15. Bxg5 Nf6 16. dxc5 Qxc5 17. Bxf6 gxf6 18. Qg4+ Bg6 19. Qf4 Qe5 20. Qxe5 fxe5 21. Rd7 a6 22. a4 a5 23. b3 Rab8 24. Rad1 Rfc8 25. Kh1 Kf8 26. f3 Ke8 27. g3 Rd8 28. Bb5 Rxd7 29. Rxd7 Kf8 30. g4 Bc2 31. Bc4 Ke8 32. Rc7 {Black forfeits on time} 1-0","black"
"41","FICS rated blitz game","fourpawns","Sillycon","1699","2346","26.0","38.2","300+0","2017.01.31","16:11:00","0:05:00.000","0:05:00.000","B48","41","0-1","1. e4 c5 2. Nf3 Nc6 3. Bb5 e6 4. O-O a6 5. Bxc6 dxc6 6. d3 Qc7 7. Qe2 b5 8. Re1 Ne7 9. Nbd2 Ng6 10. Nb3 Ne5 11. Nxe5 Qxe5 12. f4 Qc7 13. Be3 Bb7 14. Qf2 O-O-O 15. Bxc5 Bxc5 16. Nxc5 Qb6 17. a4 h5 18. axb5 cxb5 19. Nxa6 Qxf2+ 20. Kxf2 h4 21. Nc5 Bc6 22. Ra7 h3 23. Rxf7 hxg2 24. Kxg2 g5 25. Nxe6 Rdg8 26. Rc7+ Kb8 27. Rxc6 gxf4+ 28. Kh1 f3 29. Rb6+ Kc8 30. Ra1 f2 31. Ra8+ Kd7 32. Ra7+ Kc8 33. Rc7# {Black checkmated} 1-0","black"
"42","FICS rated blitz game","pikozrout","Geforce","2288","1942","32.1","19.9","300+0","2017.01.31","16:00:00","0:05:00.000","0:05:00.000","D55","63","1-0","1. d4 Nf6 2. Bf4 e6 3. e3 Nc6 4. Bd3 Be7 5. c3 d6 6. Qc2 e5 7. Bg5 d5 8. dxe5 Nxe5 9. Be2 O-O 10. Nf3 Ne4 11. Bxe7 Qxe7 12. Nbd2 Nxf2 13. Nxe5 Nxh1 14. Ndf3 f6 15. Nd3 Qxe3 16. Qd2 Qb6 17. Nd4 c5 18. Nf3 c4 19. Nd4 cxd3 20. Bxd3 Qd6 21. Kd1 Qxh2 22. Kc2 Re8 23. Nf3 Qh5 24. Be2 Bf5+ 25. Bd3 Bxd3+ 26. Qxd3 Nf2 {White forfeits on time} 0-1","white"
"43","FICS rated blitz game","Knightsmasher","WhizDumb","2365","1723","40.8","22.6","180+0","2017.01.31","15:49:00","0:03:00.000","0:03:00.000","B30","65","1-0","1. d4 d5 2. Bf4 Nf6 3. e3 Nc6 4. Bb5 a6 5. Bxc6+ bxc6 6. Nf3 Rb8 7. Qc1 Nh5 8. Bg5 f6 9. Bh4 g5 10. Bg3 g4 11. Nfd2 Nxg3 12. hxg3 Bf5 13. c4 e5 14. O-O Bd3 15. Re1 Be7 16. Qc3 e4 17. a3 O-O 18. b4 f5 19. cxd5 cxd5 20. Nb3 Qd6 21. Nc5 Bb5 22. Nd2 Qc6 23. Ndb3 Qg6 24. Rac1 Bd6 25. a4 Bc4 26. Na5 Bxc5 27. bxc5 Bd3 28. c6 Qg5 29. Qc5 Rb2 30. Qxd5+ Rf7 31. Nc4 Bxc4 32. Rxc4 h5 33. Qe5 h4 34. Rc5 hxg3 35. Qxg3 Qh6 36. Qe5 Qh4 37. Rf1 Qf6 38. Qf4 Kh8 39. g3 Kg8 40. Kg2 Kf8 41. Rh1 Kg7 42. Rh5 Qe6 43. Rcxf5 Rxf5 44. Qxg4+ Kf6 45. Rh6+ Kf7 46. Rxe6 Rbxf2+ 47. Kh3 Kxe6 48. Qxe4+ Kd6 49. Qe8 Rf7 50. e4 Rh7+ 51. Kg4 Rg7+ 52. Kh3 Rh7+ 53. Kg4 Rg7+ 54. Kh3 Rh7+ {Game drawn by repetition} 1/2-1/2","white"
"44","FICS rated standard game","Bliep","noloserspls","2389","1720","48.3","336.1","1200+0","2017.01.31","15:49:00","0:20:00.000","0:20:00.000","A00","0","1-0","1. d4 Nf6 2. Bg5 d5 3. Bxf6 exf6 4. a3 c6 5. e3 Qb6 6. Qc1 Bd6 7. Be2 O-O 8. h4 Bf5 9. h5 c5 10. g4 Be6 11. Nd2 cxd4 12. e4 Bf4 13. Nh3 Bxd2+ 14. Kxd2 dxe4 15. Nf4 Rc8 16. Bf1 d3 17. c3 Qxf2+ 18. Kd1 Bxg4+ 19. Be2 Bxe2+ 20. Nxe2 Qxe2# {White checkmated} 0-1","white"
"45","FICS rated blitz game","WhizDumb","Knightsmasher","1723","2365","22.6","40.8","180+0","2017.01.31","15:44:00","0:03:00.000","0:03:00.000","A45","52","0-1","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 Bxf3 7. Qxf3 Qd6 8. Qg3 Nf6 9. d3 Nd7 10. Nd2 Qg6 11. Qxg6 hxg6 12. Nf3 f6 13. Bd2 Kf7 14. Rad1 Rd8 15. b3 Nc5 16. Be3 Bd6 17. Rfe1 Ne6 18. c3 c5 19. Re2 c6 20. Bc1 Bc7 21. Red2 Ba5 22. Bb2 g5 23. Kf1 g6 24. Ng1 b5 25. f3 Rd6 26. Ne2 Rd7 27. a4 Bb6 28. Bc1 Rb8 29. axb5 cxb5 30. Ra2 a5 31. Be3 Rbd8 32. Nc1 f5 33. c4 b4 34. Bf2 Nf4 35. Rad2 Ke6 36. Kg1 Ra8 37. exf5+ gxf5 38. Ra2 Rad8 39. Rad2 Kf6 40. Be3 Ra7 41. Ra2 a4 42. bxa4 Rda8 43. Bxf4 gxf4 44. Nb3 Rxa4 45. Rxa4 Rxa4 46. Kf1 Ra3 47. Rb1 Ke6 48. Ke1 Kd6 49. h4 Ra2 50. Kf1 Kd7 51. Ra1 Rb2 52. Nc1 Rd2 53. Kg1 Rd1+ 54. Kh2 e4 55. dxe4 fxe4 56. fxe4 Re1 57. Nb3 Rxe4 58. Nd2 Re2 59. Rd1 Ke6 60. Kg1 Bd8 61. Kf1 Re3 62. h5 Bf6 63. Kf2 b3 64. h6 b2 65. h7 Kf5 66. Rh1 Re8 67. Kf3 Bc3 68. Nb1 Bd4 69. g4+ fxg3 70. Kxg3 Kg5 71. Nd2 Bc3 72. Nb1 Be5+ 73. Kf2 Bd4+ 74. Kf3 Re3+ 75. Kg2 Re2+ 76. Kf1 Rc2 77. h8=Q Bxh8 78. Rxh8 Rc1+ 79. Kg2 Rxb1 80. Rb8 Kf4 81. Rb3 Ke4 82. Kh2 Kd4 83. Kg2 {White resigns} 0-1","black"
"46","FICS rated standard game","trickyredcat","GriffyJr","2083","2063","88.5","21.8","900+0","2017.01.31","15:36:00","0:15:00.000","0:15:00.000","D00","108","1/2-1/2","1. e4 e5 2. Bc4 Nf6 3. Nc3 Bb4 4. d3 c6 5. Nf3 d5 6. Bb3 d4 7. a3 Ba5 8. Nxe5 dxc3 9. Bxf7+ Ke7 10. O-O Bc7 11. d4 Bxe5 12. dxe5 Qxd1 13. exf6+ Kxf6 14. Rxd1 cxb2 15. Bxb2+ Kxf7 16. Rd3 Re8 17. Rg3 g6 18. Rf3+ Kg8 19. Re3 Nd7 20. f3 b6 21. Rd1 Ne5 22. Bxe5 Rxe5 23. Rc3 c5 24. Rd8+ Kf7 25. Rcd3 Bb7 26. R8d6 Rc8 27. Rd1 Bc6 28. c4 Ba4 29. R1d3 Re6 30. R6d5 Bc6 31. Rd8 Rxd8 32. Rxd8 Bb7 33. Rh8 Kg7 34. Rd8 Re7 35. Rd3 Ba6 36. Rd6 Bxc4 37. Kf2 Bb5 38. Rd2 Rd7 39. Ke3 Rxd2 40. Kxd2 a5 41. g3 Kf6 42. f4 Bd7 43. Kc3 b5 44. Kc2 Be6 45. Kc1 c4 46. Kc2 b4 47. Kb1 g5 48. Kb2 bxa3+ 49. Kxa3 c3 50. f5 Bg8 51. h3 h6 {White resigns} 0-1","black"
"47","FICS rated standard game","abhishekmishra","Knightsmasher","1731","2376","192.2","44.1","900+0","2017.01.31","14:15:00","0:15:00.000","0:15:00.000","D00","40","0-1","1. e3 c5 2. a3 e6 3. Qe2 d5 4. Nc3 h6 5. d3 Nf6 6. h3 Nc6 7. g4 d4 8. Nd1 b5 9. e4 Ba6 10. Qf3 c4 11. Qg2 e5 12. Be2 Bd6 13. f3 Rb8 14. Nf2 Qa5+ 15. Kf1 Nb4 16. Bd1 Nc6 17. h4 Ke7 18. Ngh3 b4 19. a4 b3 20. g5 hxg5 21. hxg5 Nh5 22. g6 bxc2 23. Bxc2 c3 24. b3 Nb4 25. gxf7 Nxc2 26. Ra2 Ne3+ 27. Bxe3 dxe3 28. Qg5+ Kxf7 29. Qxe3 Ng3+ 30. Kg2 Nxh1 31. Nxh1 Qb6 32. Qc1 Qxb3 33. Rf2 Qa3 34. f4 Qxc1 35. f5 Qxh1+ {White forfeits on time} 0-1","black"
"48","FICS rated standard game","Knightsmasher","Baschar","2384","2398","44.1","82.3","900+0","2017.01.31","13:13:00","0:15:00.000","0:15:00.000","C68","165","0-1","1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Be3 Nfd7 7. Qg4 g6 8. Nf3 Qe7 9. Bd2 Nc6 10. O-O-O b6 11. a3 Bxc3 12. Bxc3 Bb7 13. Bb5 O-O-O 14. Rhe1 Rdg8 15. Kb1 Kb8 16. h3 Nd8 17. Bb4 Qe8 18. Qf4 Bc6 19. Bd3 a5 20. Bd2 g5 21. Qe3 Kb7 22. Rh1 Qe7 23. Be2 Ka7 24. Qb3 Nb7 25. Qc3 Nb8 26. g4 Qd7 27. h4 gxh4 28. Rxh4 Rg6 29. Bd3 Rg7 30. Bxh6 Rgg8 31. Rg1 Bb5 32. Bxb5 Qxb5 33. Qxc7 Qd7 34. Qxd7 Nxd7 35. Rh5 Rg6 36. Bg5 Rhg8 37. Rh7 {Black resigns} 1-0","white"
"49","FICS rated standard game","pikozrout","Tschessman","2299","2208","44.5","75.6","900+0","2017.01.31","13:05:00","0:15:00.000","0:15:00.000","C26","102","0-1","1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ Nbd7 5. f3 Bf5 6. Nc3 a6 7. Ba4 b5 8. Bb3 Nb6 9. Nge2 Nfxd5 10. Nxd5 Nxd5 11. Ng3 Bg6 12. O-O e6 13. f4 c5 14. c4 Nb6 15. f5 exf5 16. Qe2+ Qe7 17. Qxe7+ Bxe7 18. Nxf5 Bxf5 19. Rxf5 bxc4 20. dxc5 Bxc5+ 21. Rxc5 cxb3 22. Re5+ Kd8 23. Bd2 bxa2 24. Ba5 Rb8 25. Rxa2 Rb7 26. Ra3 Kd7 27. Rd3+ Kc6 28. b4 Na4 29. Re2 Nb6 30. Rc2+ Kb5 31. Rd6 Nd7 32. Bc7 Nf6 33. Rd4 Ka4 34. b5+ Kxb5 35. Rd1 Ka4 36. Ra1+ Kb3 37. Rc6 Rb5 38. Rcxa6 Kc4 39. Rd1 Rd5 40. Rc1+ Kd3 41. Ra3+ Ke4 42. Rf1 Rd2 43. Ra5 Kd3 44. Ra4 Rb2 45. Be5 Rb5 46. Rf3+ Kc2 47. Ra2+ Kb1 48. Ra1+ Kc2 49. Rc3+ Kb2 50. Rc5+ Kb3 51. Rb1+ Ka4 52. Rcxb5 Nd5 53. Rb7 Nb4 54. R7xb4+ {Black resigns} 1-0","white"
"50","FICS rated blitz game","noloserspls","Floyd","1684","2320","303.0","42.4","300+0","2017.01.31","13:04:00","0:05:00.000","0:05:00.000","A00","70","0-1","1. e4 e6 2. Nc3 Qe7 3. Nf3 a6 4. d4 Nc6 5. h3 h6 6. Be3 d6 7. d5 Nd8 8. Bd3 e5 9. a4 g5 10. b4 Bg7 11. O-O f6 12. Qd2 Bf8 13. b5 a5 14. b6 g4 15. hxg4 Bxg4 16. Nh4 Bh5 17. Nb5 cxb6 18. Bxb6 Kf7 19. Nc7 Rc8 20. Bb5 Kg7 21. Nf5+ {Black resigns} 1-0","black"
"51","FICS rated standard game","MrsLurking","dodorivka","2313","1729","42.8","115.9","900+0","2017.01.31","12:40:00","0:15:00.000","0:15:00.000","C12","73","1-0","1. e3 d5 2. Qe2 Nc6 3. a3 Nf6 4. h3 e5 {White forfeits by disconnection} 0-1","white"
"52","FICS rated standard game","Tschessman","pikozrout","2185","2310","77.3","44.8","900+0","2017.01.31","12:43:00","0:15:00.000","0:15:00.000","B01","107","1-0","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O b6 11. Be3 Bb7 12. f3 Ne5 13. b3 d5 14. Nc2 dxe4 15. fxe4 Qc7 16. Qd4 {White resigns} 0-1","black"
"53","FICS rated blitz game","Floyd","noloserspls","2319","1700","42.4","315.1","300+0","2017.01.31","12:56:00","0:05:00.000","0:05:00.000","C00","41","1-0","1. e4 {Black resigns} 1-0","white"
"54","FICS rated blitz game","noloserspls","Floyd","1720","2318","330.2","42.5","300+0","2017.01.31","12:51:00","0:05:00.000","0:05:00.000","A00","8","0-1","1. e4 e5 2. Nf3 d6 3. d4 Qf6 4. Nc3 h6 5. Nd5 Qe6 6. Nxc7+ {Black resigns} 1-0","black"
"55","FICS rated standard game","BrunoBreyer","Sillycon","1761","2377","74.9","40.7","900+0","2017.01.31","12:45:00","0:15:00.000","0:15:00.000","B44","31","0-1","1. d4 d5 2. Bf4 Nf6 3. Nf3 c5 4. Nc3 Ne4 5. Nxe4 dxe4 6. Ng5 cxd4 7. Nxe4 Nc6 8. Bc1 e5 9. g3 f5 10. Nd2 Qd5 11. Nf3 e4 12. Nh4 Bb4+ 13. c3 dxc3 14. Qxd5 cxb2+ 15. Kd1 bxa1=Q 16. e3 Ke7 17. Bc4 Rd8 18. Qxd8+ Nxd8 {White resigns} 0-1","black"
"56","FICS rated blitz game","Knightsmasher","VladLazarov","2364","1797","40.7","28.8","180+0","2017.01.31","11:59:00","0:03:00.000","0:03:00.000","A00","0","1-0","1. e4 d6 2. d4 e5 3. Nf3 Nc6 4. Bb5 Bd7 5. Nc3 Nf6 6. dxe5 Nxe5 7. Bxd7+ Qxd7 8. O-O Be7 9. Nxe5 dxe5 10. Qxd7+ Nxd7 11. Nb5 Bd8 12. a4 a6 13. Nc3 Nf6 14. Rd1 Be7 15. Bg5 c6 16. Be3 Rd8 17. f3 Rd7 18. Kf2 Kd8 19. Bb6+ Kc8 20. a5 Rxd1 21. Rxd1 Nd7 22. Na4 f6 23. Ke3 Re8 24. c3 Rf8 25. g3 Re8 26. b4 g6 27. Ba7 Rf8 28. Nb6+ Nxb6 29. Bxb6 Re8 30. f4 Rf8 31. f5 g5 32. h3 h5 33. Rd2 Re8 34. Kf2 Rf8 35. Ke2 Re8 36. Ke3 Rf8 37. Rd3 Re8 38. Kf3 Rf8 39. Ke2 Re8 40. c4 Rf8 41. Kf2 Re8 42. Kf3 Rf8 43. c5 Re8 44. Rd1 Rf8 45. Ke3 Re8 46. Ke2 Rf8 47. Kf1 Re8 48. Kf2 Rf8 49. Rd2 Re8 50. Ke3 Rf8 51. Rh2 Re8 52. h4 g4 53. Rd2 Rf8 54. Rd3 Re8 55. Ke2 Rf8 56. Kf1 Re8 57. Kf2 Rf8 58. Rd1 Re8 59. Kg2 Rf8 60. Rd3 Re8 61. Rd2 Rf8 62. Kf2 Re8 63. Ke2 Rf8 64. Ke3 Re8 65. Kd3 Rf8 66. Kc4 Re8 67. Rd3 Rf8 68. Kb3 Re8 69. Ka3 Rf8 70. Kb2 Re8 71. Kc3 Rf8 72. Kc4 Re8 73. Rd2 Rf8 74. Rd1 Re8 75. Kc3 Rf8 76. Kb3 Re8 77. Kb2 Rf8 78. Kc3 Re8 79. Kc2 Rf8 80. Kd3 Re8 81. Ke2 Rf8 82. Kf1 Re8 83. Kf2 Rf8 84. Kg1 Re8 85. Kh2 Rf8 86. Kh1 Re8 87. Kg1 Rf8 88. Rd3 Re8 89. Rd2 Rf8 90. Kf1 Re8 91. Ke1 Rf8 92. Rd3 Re8 93. Kd2 Rf8 94. Kc2 Re8 95. Kd1 Rf8 96. Rd2 Re8 97. Kc2 Rf8 98. Kc3 Re8 99. Kb3 Rf8 100. Kc2 Re8 101. Kc3 Rf8 102. Rd3 Re8 103. Re3 {Game drawn by the 50 move rule} 1/2-1/2","white"
"57","FICS unrated blitz game","zerowin","grandkhvtiso","2864","1720","28.6","350.0","120+5","2017.01.31","11:50:00","0:02:00.000","0:02:00.000","B00","1","1-0","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. O-O Bd7 6. c3 Nge7 7. d4 Ng6 8. Re1 Be7 9. Nbd2 O-O 10. Nf1 Nh4 11. Nxh4 Bxh4 12. Be3 Qe7 13. d5 Nd8 14. Bxd7 Qxd7 15. Qh5 Be7 16. Ng3 g6 17. Qf3 f6 18. a4 a5 19. b3 Nf7 20. Qe2 Rfe8 21. Qd3 Bf8 22. Qd2 h5 23. h3 Kh7 24. Reb1 b6 25. Nf1 Bh6 26. Qd3 Bg7 27. Bc1 f5 28. exf5 Qxf5 29. Qc4 Rac8 30. Ng3 Qd7 31. Qe4 {Black resigns} 1-0","white"
"58","FICS rated standard game","konozrout","Seanspacer","2339","1720","134.5","330.6","900+0","2017.01.31","11:33:00","0:15:00.000","0:15:00.000","C41","11","1-0","1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nf3 Nd7 7. Bd3 Ngf6 8. O-O e6 9. Bxg6 hxg6 10. Bf4 Qb6 11. Qe2 O-O-O 12. Rfe1 Qxb2 13. Rab1 Qc3 14. Rb3 Qa5 15. Reb1 Nb6 16. c4 Nh5 17. Nxh5 Rxh5 18. g4 Rh3 19. c5 Bxc5 20. dxc5 Qxc5 21. Be3 Qd6 22. Bxb6 axb6 23. Rxb6 Rd7 24. Kg2 Rh7 25. Qe4 Qd5 26. Qa4 Kb8 27. Ra6 Kc7 28. Ra7 Kd6 29. Rd1 Kc7 30. Rxd5 Rxd5 31. Qb4 Rb5 32. Qf4+ Kb6 33. Qb8 Kc5 34. Ra4 Rh8 35. Qc7 e5 36. Nd2 Kd5 37. Ne4 Rxh2+ 38. Kxh2 Rb4 39. Rxb4 c5 40. Qd6# {Black checkmated} 1-0","white"
"59","FICS rated standard game","Paquitonunez","MortimerBlackwell","1685","2367","32.8","37.4","1800+10","2017.01.31","10:58:00","0:30:00.000","0:30:00.000","D02","36","0-1","1. f4 Nf6 2. Nf3 g6 3. e3 d5 4. d4 Bg7 5. Be2 Be6 6. O-O Nc6 7. c3 h6 8. Qe1 Ng4 9. Bd3 Bf5 10. Qe2 Bxd3 11. Qxd3 e6 12. e4 dxe4 13. Qxe4 Qd5 14. Qe2 O-O-O 15. Nbd2 Kb8 16. Nc4 Rd7 17. Nce5 Ngxe5 18. fxe5 g5 19. Be3 Rhd8 20. Rf2 Na5 21. Nd2 c5 22. a3 cxd4 23. cxd4 Nc6 {White resigns} 0-1","black"
"60","FICS rated blitz game","Sillycon","Geforce","2320","1924","38.5","19.9","300+0","2017.01.31","11:10:00","0:05:00.000","0:05:00.000","C62","205","1/2-1/2","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 Bd7 7. O-O g6 8. Nxc6 Bxc6 9. Bg5 Bg7 10. Nd5 Bxd5 11. exd5 O-O 12. Re1 a6 13. Bb3 Re8 14. c4 Nd7 15. Rb1 Bf6 16. Be3 Nc5 17. Bc2 a5 18. a3 b6 19. b4 axb4 20. axb4 Nd7 21. Ba4 Rb8 22. Bb5 Qc7 23. f4 Red8 24. Bf2 Ra8 25. Qb3 Ra7 26. Re4 Rda8 27. Bxd7 Qxd7 28. Bxb6 Ra3 29. Qc2 Qf5 30. Qe2 Rc3 31. Re1 h5 32. b5 Rc8 33. Ba5 Ra3 34. Bb4 Ra4 35. Qd2 Rca8 36. R4e2 Rc8 37. Re4 Rca8 38. R4e2 Rc8 39. Rc1 Rca8 40. h3 Rc8 41. Ree1 Rca8 42. Kh1 Rc8 43. Kh2 h4 44. Kg1 Rca8 45. Re2 Rc8 46. Ree1 Rca8 47. Re2 Rc8 48. Kh1 Rca8 49. Rce1 Rc8 50. Re4 Rca8 51. Kg1 Rc8 52. Kh1 Rca8 {Game drawn by mutual agreement} 1/2-1/2","white"
